CodeID,CPTCode,Description
5175,49521,"Repair recurrent inguinal hernia, any age; incarcerated or strangulated"
5176,27664,"Repair, extensor tendon, leg; primary, without graft, each tendon"
5177,27658,"Repair, flexor tendon, leg; primary, without graft, each tendon"
5178,27659,"Repair, flexor tendon, leg; secondary, with or without graft, each tendon"
5179,49495,"Repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy; reducible"
5180,27470,"Repair, nonunion or malunion, femur, distal to head and neck; without graft (eg, compression technique)"
5181,28322,"Repair, nonunion or malunion; metatarsal, with or without bone graft (includes obtaining graft)"
5182,28320,"Repair, nonunion or malunion; tarsal bones"
5183,27695,"Repair, primary, disrupted ligament, ankle; collateral"
5184,27652,"Repair, primary, open or percutaneous, ruptured Achilles tendon; with graft (includes obtaining graft)"
5185,27405,"Repair, primary, torn ligament and/or capsule, knee; collateral"
5186,27654,"Repair, secondary, Achilles tendon, with or without graft"
5187,27698,"Repair, secondary, disrupted ligament, ankle, collateral (eg, Watson-Jones procedure)"
5188,28200,"Repair, tendon, flexor, foot; primary or secondary, without free graft, each tendon"
5189,28202,"Repair, tendon, flexor, foot; secondary with free graft, each tendon (includes obtaining graft)"
5190,44340,Revision of colostomy; simple (release of superficial scar) (separate procedure)
5191,24371,"Revision of total elbow arthroplasty, including allograft when performed; humeral and ulnar component"
5192,24370,"Revision of total elbow arthroplasty, including allograft when performed; humeral or ulnar component"
5193,27138,"Revision of total hip arthroplasty; femoral component only, with or without allograft"
5194,27486,"Revision of total knee arthroplasty, with or without allograft; 1 component"
5195,23474,"Revision of total shoulder arthroplasty, including allograft when performed; humeral and glenoid component"
5196,23473,"Revision of total shoulder arthroplasty, including allograft when performed; humeral or glenoid component"
5197,64595,"Revision or removal of peripheral, sacral, or gastric neurostimulator pulse generator or receiver, with detachable connection to electrode array"
5198,15828,"Rhytidectomy; cheek, chin, and neck"
5199,15825,"Rhytidectomy; neck with platysmal tightening (platysmal flap, P-flap)"
5200,15829,Rhytidectomy; superficial musculoaponeurotic system (SMAS) flap
5201,58700,"Salpingectomy, complete or partial, unilateral or bilateral (separate procedure)"
5202,58720,"Salpingo-oophorectomy, complete or partial, unilateral or bilateral (separate procedure)"
5203,55180,Scrotoplasty; complicated
5204,28315,"Sesamoidectomy, first toe (separate procedure)"
5205,46080,"Sphincterotomy, anal, division of sphincter (separate procedure)"
5206,15877,Suction assisted lipectomy; trunk
5207,99374,"Supervision of a patient under care of home health agency (patient not present) in home, domiciliary or equivalent environment (eg, Alzheimer's facility) requiring complex and multidisciplinary care modalities involving regular development and/or revision of care plans by that individual, review of subsequent reports of patient status, review of related laboratory and other studies, communication (including telephone calls) for purposes of assessment or care decisions with health care profe"
5208,46275,Surgical treatment of anal fistula (fistulectomy/fistulotomy); intersphincteric
5209,46285,Surgical treatment of anal fistula (fistulectomy/fistulotomy); second stage
5210,46280,"Surgical treatment of anal fistula (fistulectomy/fistulotomy); transsphincteric, suprasphincteric, extrasphincteric or multiple, including placement of seton, when performed"
5211,64834,"Suture of 1 nerve; hand or foot, common sensory nerve"
5212,27381,"Suture of infrapatellar tendon; secondary reconstruction, including fascial or tendon graft"
5213,27386,"Suture of quadriceps or hamstring muscle rupture; secondary reconstruction, including fascial or tendon graft"
5214,28280,"Syndactylization, toes (eg, webbing or Kelikian type procedure)"
5215,26130,"Synovectomy, carpometacarpal joint"
5216,26135,"Synovectomy, metacarpophalangeal joint including intrinsic release and extensor hood reconstruction, each digit"
5217,28130,Talectomy (astragalectomy)
5218,24305,"Tendon lengthening, upper arm or elbow, each tendon"
5219,25310,"Tendon transplantation or transfer, flexor or extensor, forearm and/or wrist, single; each tendon"
5220,24340,Tenodesis of biceps tendon at elbow (separate procedure)
5221,26445,"Tenolysis, extensor tendon, hand OR finger, each tendon"
5222,25295,"Tenolysis, flexor or extensor tendon, forearm and/or wrist, single, each tendon"
5223,27680,"Tenolysis, flexor or extensor tendon, leg and/or ankle; single, each tendon"
5224,26442,"Tenolysis, flexor tendon; palm AND finger, each tendon"
5225,26440,"Tenolysis, flexor tendon; palm OR finger, each tendon"
5226,28240,"Tenotomy, lengthening, or release, abductor hallucis muscle"
5227,28232,"Tenotomy, open, tendon flexor; toe, single tendon (separate procedure)"
5228,60260,"Thyroidectomy, removal of all remaining thyroid tissue following previous removal of a portion of thyroid"
5229,60240,"Thyroidectomy, total or complete"
5230,15155,"Tissue cultured skin autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 25 sq cm or less"
5231,42821,Tonsillectomy and adenoidectomy; age 12 or over
5232,42820,Tonsillectomy and adenoidectomy; younger than age 12
5233,42826,"Tonsillectomy, primary or secondary; age 12 or over"
5234,42825,"Tonsillectomy, primary or secondary; younger than age 12"
5235,57530,"Trachelectomy (cervicectomy), amputation of cervix (separate procedure)"
5236,57720,"Trachelorrhaphy, plastic repair of uterine cervix, vaginal approach"
5237,58580,"Transcervical ablation of uterine fibroid(s), including intraoperative ultrasound guidance and monitoring, radiofrequency"
5238,27691,"Transfer or transplant of single tendon (with muscle redirection or rerouting); deep (eg, anterior tibial or posterior tibial through interosseous space, flexor digitorum longus, flexor hallucis longus, or peroneal tendon to midfoot or hindfoot)"
5239,27690,"Transfer or transplant of single tendon (with muscle redirection or rerouting); superficial (eg, anterior tibial extensors into midfoot)"
5240,26480,"Transfer or transplant of tendon, carpometacarpal area or dorsum of hand; without free graft, each tendon"
5241,52500,Transurethral resection of bladder neck (separate procedure)
5242,52630,"Transurethral resection; residual or regrowth of obstructive prostate tissue including control of postoperative bleeding, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included)"
5243,27245,"Treatment of intertrochanteric, peritrochanteric, or subtrochanteric femoral fracture; with intramedullary implant, with or without interlocking screws and/or cerclage"
5244,27244,"Treatment of intertrochanteric, peritrochanteric, or subtrochanteric femoral fracture; with plate/screw type implant, with or without cerclage"
5245,27759,"Treatment of tibial shaft fracture (with or without fibular fracture) by intramedullary implant, with or without interlocking screws and/or cerclage"
5246,69610,"Tympanic membrane repair, with or without site preparation of perforation for closure, with or without patch"
5247,69632,"Tympanoplasty without mastoidectomy (including canalplasty, atticotomy and/or middle ear surgery), initial or revision; with ossicular chain reconstruction (eg, postfenestration)"
5248,69631,"Tympanoplasty without mastoidectomy (including canalplasty, atticotomy and/or middle ear surgery), initial or revision; without ossicular chain reconstruction"
5249,69436,"Tympanostomy (requiring insertion of ventilating tube), general anesthesia"
5250,69433,"Tympanostomy (requiring insertion of ventilating tube), local or topical anesthesia"
5251,58579,"Unlisted hysteroscopy procedure, uterus"
5252,44979,"Unlisted laparoscopy procedure, appendix"
5253,51999,"Unlisted laparoscopy procedure, bladder"
5254,49659,"Unlisted laparoscopy procedure, hernioplasty, herniorrhaphy, herniotomy"
5255,38589,"Unlisted laparoscopy procedure, lymphatic system"
5256,38129,"Unlisted laparoscopy procedure, spleen"
5257,50949,"Unlisted laparoscopy procedure, ureter"
5258,29999,"Unlisted procedure, arthroscopy"
5259,68899,"Unlisted procedure, lacrimal system"
5260,69799,"Unlisted procedure, middle ear"
5261,53460,"Urethromeatoplasty, with partial excision of distal urethral segment (Richardson type procedure)"
5262,54312,Urethroplasty for second stage hypospadias repair (including urinary diversion); greater than 3 cm
5263,58275,"Vaginal hysterectomy, with total or partial vaginectomy"
5264,57106,"Vaginectomy, partial removal of vaginal wall"
5265,57335,Vaginoplasty for intersex state
5266,69424,Ventilating tube removal requiring general anesthesia
5267,56620,Vulvectomy simple; partial
5268,46606,"Anoscopy; with biopsy, single or multiple"
5269,22558,"Arthrodesis, anterior interbody technique, including minimal discectomy to prepare interspace (other than for decompression); lumbar"
5270,22634,"Arthrodesis, combined posterior or posterolateral technique with posterior interbody technique including laminectomy and/or discectomy sufficient to prepare interspace (other than for decompression), single interspace, lumbar; each additional interspace (List separately in addition to code for primary procedure)"
5271,22630,"Arthrodesis, posterior interbody technique, including laminectomy and/or discectomy to prepare interspace (other than for decompression), single interspace, lumbar"
5272,28054,Arthrotomy with biopsy; interphalangeal joint
5273,28024,"Arthrotomy, including exploration, drainage, or removal of loose or foreign body; interphalangeal joint"
5274,15822,"Blepharoplasty, upper eyelid"
5275,43870,"Closure of gastrostomy, surgical"
5276,69930,"Cochlear device implantation, with or without mastoidectomy"
5277,54435,"Corpora cavernosa-glans penis fistulization (eg, biopsy needle, Winter procedure, rongeur, or punch) for priapism"
5278,19355,Correction of inverted nipples
5279,62223,"Creation of shunt; ventriculo-peritoneal, -pleural, other terminus"
5280,55873,Cryosurgical ablation of the prostate (includes ultrasonic guidance and monitoring)
5281,52260,"Cystourethroscopy, with dilation of bladder for interstitial cystitis; general or conduction (spinal) anesthesia"
5282,52214,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) of trigone, bladder neck, prostatic fossa, urethra, or periurethral glands"
5283,54057,"Destruction of lesion(s), penis (eg, condyloma, papilloma, molluscum contagiosum, herpetic vesicle), simple; laser surgery"
